season,race_name,driver,team,fp1_pos,fp1_time_fastest_lap,fp2_pos,fp2_time_fastest_lap,fp3_pos,fp3_time_fastest_lap,Qualifying_Final_Grid_Position,Q1_time_seconds,Q1_position,Q1_fastest_lap,Q2_time_seconds,Q2_position,Q2_fastest_lap,Q3_time_seconds,Q3_position,Q3_fastest_lap,Race_Finishing_Position,fastest_lap
2024,Monaco Grand Prix,GAS,Alpine,20.0,1:15.573,17.0,1:12.750,11.0,1:12.144,10,71.714,8.0,1:11.713,70.896,5.0,1:10.896,71.311,10.0,1:11.311,10.0,1:15.625
2024,Monaco Grand Prix,HAM,Mercedes,1.0,1:12.168,2.0,1:11.465,3.0,1:11.709,7,71.528,3.0,1:11.528,71.056,7.0,1:11.055,70.621,7.0,1:10.620,7.0,1:14.165
2024,Monaco Grand Prix,HUL,Haas,16.0,1:13.575,15.0,1:12.569,13.0,1:12.191,14,71.876,14.0,1:11.876,71.44,12.0,1:11.439,,,,19.0,
2024,Monaco Grand Prix,LEC,Ferrari,5.0,1:12.397,1.0,1:11.278,1.0,1:11.368,1,71.584,5.0,1:11.584,70.825,4.0,1:10.825,70.27,1.0,1:10.269,1.0,1:15.162
2024,Monaco Grand Prix,MAG,Haas,14.0,1:13.390,13.0,1:12.472,14.0,1:12.215,15,71.832,12.0,1:11.831,71.725,15.0,1:11.724,,,,20.0,
2024,Monaco Grand Prix,NOR,McLaren,4.0,1:12.396,5.0,1:11.953,8.0,1:11.987,4,71.76,10.0,1:11.760,70.732,1.0,1:10.731,70.542,4.0,1:10.542,4.0,1:15.742
2024,Monaco Grand Prix,OCO,Alpine,18.0,1:14.159,14.0,1:12.554,16.0,1:12.471,11,71.887,15.0,1:11.887,71.285,11.0,1:11.284,,,,17.0,
2024,Monaco Grand Prix,PER,Red Bull,12.0,1:13.228,8.0,1:12.099,5.0,1:11.923,16,72.06,18.0,1:12.060,,,,,,,18.0,
2024,Monaco Grand Prix,PIA,McLaren,2.0,1:12.197,12.0,1:12.365,4.0,1:11.900,2,71.5,2.0,1:11.500,70.756,3.0,1:10.756,70.424,2.0,1:10.424,2.0,1:16.281
2024,Monaco Grand Prix,RIC,RB,9.0,1:12.900,16.0,1:12.576,18.0,1:12.828,12,71.785,11.0,1:11.784,71.482,13.0,1:11.481,,,,12.0,1:17.171
2024,Monaco Grand Prix,RUS,Mercedes,3.0,1:12.295,10.0,1:12.260,6.0,1:11.968,5,71.492,1.0,1:11.492,70.929,6.0,1:10.929,70.543,5.0,1:10.543,5.0,1:15.227
2024,Monaco Grand Prix,SAI,Ferrari,10.0,1:12.953,6.0,1:11.962,7.0,1:11.978,3,71.543,4.0,1:11.543,71.075,8.0,1:11.075,70.518,3.0,1:10.518,3.0,1:14.725
2024,Monaco Grand Prix,SAR,Williams,17.0,1:14.150,18.0,1:12.790,17.0,1:12.703,15,72.02,17.0,1:12.019,,,,,,,15.0,1:15.525
2024,Monaco Grand Prix,STR,Aston Martin,7.0,1:12.789,7.0,1:12.061,15.0,1:12.331,13,71.728,9.0,1:11.727,71.563,14.0,1:11.563,,,,14.0,1:16.709
2024,Monaco Grand Prix,TSU,RB,8.0,1:12.875,11.0,1:12.349,9.0,1:11.990,8,71.852,13.0,1:11.852,71.106,9.0,1:11.105,70.858,8.0,1:10.858,8.0,1:14.719
2024,Monaco Grand Prix,VER,Red Bull,11.0,1:12.983,4.0,1:11.813,2.0,1:11.566,6,71.711,7.0,1:11.710,70.745,2.0,1:10.745,70.567,6.0,1:10.566,6.0,1:14.569
2024,Monaco Grand Prix,ZHO,Sauber,19.0,1:14.569,20.0,1:13.772,19.0,1:13.829,18,73.028,20.0,1:13.028,,,,,,,16.0,1:14.718
2024,Pre-Season Testing,ALB,Williams,8.0,1:32.450,9.0,1:31.650,8.0,1:30.948,11,90.679,7.0,1:30.679,90.474,11.0,1:30.474,,,,20.0,1:36.888
2024,Pre-Season Testing,ALO,Aston Martin,9.0,1:32.609,12.0,1:31.750,10.0,1:31.081,7,90.684,8.0,1:30.683,90.45,10.0,1:30.450,90.214,7.0,1:30.213,8.0,1:37.740
2024,Pre-Season Testing,BOT,Sauber,18.0,1:33.484,20.0,1:32.786,19.0,1:32.097,19,91.572,19.0,1:31.572,,,,,,,16.0,1:37.524
2024,Pre-Season Testing,COL,Williams,11.0,1:32.617,16.0,1:32.057,9.0,1:30.989,12,90.704,9.0,1:30.703,90.481,12.0,1:30.480,,,,11.0,1:37.262
2024,Pre-Season Testing,GAS,Alpine,13.0,1:32.694,18.0,1:32.221,14.0,1:31.367,18,91.312,18.0,1:31.311,,,,,,,17.0,1:36.927
2024,Pre-Season Testing,HAM,Mercedes,12.0,1:32.679,11.0,1:31.709,7.0,1:30.864,3,90.393,4.0,1:30.393,89.929,4.0,1:29.929,89.841,3.0,1:29.840,6.0,1:37.393
2024,Pre-Season Testing,HUL,Haas,20.0,1:33.796,10.0,1:31.667,12.0,1:31.186,6,90.724,11.0,1:30.724,90.15,7.0,1:30.150,90.115,6.0,1:30.114,9.0,1:37.469
2024,Pre-Season Testing,LEC,Ferrari,1.0,1:31.763,2.0,1:30.784,5.0,1:30.558,9,90.786,12.0,1:30.786,89.747,3.0,1:29.746,,,,5.0,1:35.370
2024,Pre-Season Testing,MAG,Haas,17.0,1:33.376,13.0,1:31.793,13.0,1:31.265,14,90.829,14.0,1:30.828,90.653,14.0,1:30.653,,,,19.0,1:34.754
2024,Pre-Season Testing,NOR,McLaren,2.0,1:31.838,1.0,1:30.727,1.0,1:29.646,1,90.002,1.0,1:30.001,90.007,5.0,1:30.007,89.525,1.0,1:29.525,1.0,1:34.924
2024,Pre-Season Testing,OCO,Alpine,10.0,1:32.614,17.0,1:32.118,16.0,1:31.558,15,90.958,15.0,1:30.957,90.769,15.0,1:30.769,,,,13.0,1:37.963
2024,Pre-Season Testing,PER,Red Bull,14.0,1:32.766,8.0,1:31.597,15.0,1:31.439,13,90.624,5.0,1:30.623,90.579,13.0,1:30.578,,,,10.0,1:37.477
2024,Pre-Season Testing,PIA,McLaren,6.0,1:32.368,5.0,1:31.474,3.0,1:30.430,5,90.258,3.0,1:30.257,89.64,1.0,1:29.640,89.953,5.0,1:29.953,3.0,1:35.745
2024,Pre-Season Testing,RIC,RB,7.0,1:32.375,6.0,1:31.477,17.0,1:31.561,16,91.085,16.0,1:31.084,,,,,,,18.0,1:34.486
2024,Pre-Season Testing,RUS,Mercedes,16.0,1:33.334,7.0,1:31.487,2.0,1:30.125,4,90.811,13.0,1:30.811,90.153,8.0,1:30.153,89.867,4.0,1:29.867,4.0,1:37.046
2024,Pre-Season Testing,SAI,Ferrari,3.0,1:31.951,3.0,1:31.355,6.0,1:30.807,10,90.67,6.0,1:30.670,90.108,6.0,1:30.108,,,,7.0,1:36.561
2024,Pre-Season Testing,STR,Aston Martin,15.0,1:32.778,14.0,1:31.956,18.0,1:31.718,17,91.094,17.0,1:31.093,,,,,,,14.0,1:37.850
2024,Pre-Season Testing,TSU,RB,5.0,1:32.263,4.0,1:31.468,11.0,1:31.114,8,90.716,10.0,1:30.715,90.289,9.0,1:30.289,90.354,8.0,1:30.353,12.0,1:36.393
2024,Pre-Season Testing,VER,Red Bull,4.0,1:32.096,15.0,1:32.021,4.0,1:30.540,2,90.157,2.0,1:30.156,89.68,2.0,1:29.680,89.728,2.0,1:29.727,2.0,1:35.966
2024,Pre-Season Testing,ZHO,Sauber,19.0,1:33.584,19.0,1:32.358,20.0,1:32.652,20,92.054,20.0,1:32.054,,,,,,,15.0,1:37.460
2024,Saudi Arabian Grand Prix,ALB,Williams,10.0,1:30.746,14.0,1:29.789,17.0,1:29.808,12,89.107,15.0,1:29.106,88.98,12.0,1:28.980,,,,11.0,1:32.307
2024,Saudi Arabian Grand Prix,ALO,Aston Martin,2.0,1:29.844,1.0,1:28.826,6.0,1:29.037,4,88.706,5.0,1:28.706,88.122,3.0,1:28.121,87.846,4.0,1:27.846,5.0,1:32.387
2024,Saudi Arabian Grand Prix,BEA,Ferrari,,,,,10.0,1:29.305,11,88.984,9.0,1:28.983,88.642,11.0,1:28.641,,,,7.0,1:32.186
2024,Saudi Arabian Grand Prix,BOT,Sauber,11.0,1:30.783,20.0,1:30.153,18.0,1:30.082,16,89.179,16.0,1:29.179,,,,,,,17.0,1:32.706
2024,Saudi Arabian Grand Prix,GAS,Alpine,17.0,1:31.046,9.0,1:29.528,12.0,1:29.546,18,89.479,18.0,1:29.478,,,,,,,20.0,2:01.453
2024,Saudi Arabian Grand Prix,HAM,Mercedes,8.0,1:30.236,8.0,1:29.504,9.0,1:29.268,8,88.994,11.0,1:28.993,88.606,10.0,1:28.605,88.46,8.0,1:28.459,9.0,1:31.745
2024,Saudi Arabian Grand Prix,HUL,Haas,19.0,1:31.411,18.0,1:30.076,15.0,1:29.674,15,89.055,12.0,1:29.055,,,,,,,10.0,1:32.365
2024,Saudi Arabian Grand Prix,LEC,Ferrari,5.0,1:30.030,4.0,1:29.180,2.0,1:28.608,2,88.318,3.0,1:28.317,88.112,2.0,1:28.111,87.791,2.0,1:27.790,3.0,1:31.632
2024,Saudi Arabian Grand Prix,MAG,Haas,20.0,1:31.576,17.0,1:29.984,11.0,1:29.484,13,89.069,14.0,1:29.069,89.02,13.0,1:29.019,,,,12.0,1:32.337
2024,Saudi Arabian Grand Prix,NOR,McLaren,7.0,1:30.230,12.0,1:29.757,5.0,1:28.971,6,88.805,8.0,1:28.805,88.479,7.0,1:28.478,88.132,6.0,1:28.132,8.0,1:31.944
2024,Saudi Arabian Grand Prix,OCO,Alpine,13.0,1:30.944,15.0,1:29.900,14.0,1:29.575,17,89.475,17.0,1:29.474,,,,,,,13.0,1:33.480
2024,Saudi Arabian Grand Prix,PER,Red Bull,3.0,1:29.867,5.0,1:29.299,3.0,1:28.906,3,88.638,4.0,1:28.638,88.467,6.0,1:28.466,87.807,3.0,1:27.807,2.0,1:32.272
2024,Saudi Arabian Grand Prix,PIA,McLaren,15.0,1:30.977,10.0,1:29.593,8.0,1:29.212,5,88.755,7.0,1:28.754,88.343,4.0,1:28.343,88.089,5.0,1:28.088,4.0,1:32.310
2024,Saudi Arabian Grand Prix,RIC,RB,12.0,1:30.917,19.0,1:30.087,16.0,1:29.739,14,89.065,13.0,1:29.064,89.025,14.0,1:29.025,,,,16.0,1:33.322
2024,Saudi Arabian Grand Prix,RUS,Mercedes,4.0,1:29.938,2.0,1:29.057,4.0,1:28.963,7,88.749,6.0,1:28.748,88.448,5.0,1:28.447,88.316,7.0,1:28.316,6.0,1:32.254
2024,Saudi Arabian Grand Prix,SAR,Williams,,,,,,,19,89.526,19.0,1:29.525,,,,,,,14.0,1:33.025
2024,Saudi Arabian Grand Prix,STR,Aston Martin,9.0,1:30.579,6.0,1:29.335,7.0,1:29.126,10,88.25,2.0,1:28.250,88.578,9.0,1:28.578,88.572,10.0,1:28.572,19.0,1:35.560
2024,Saudi Arabian Grand Prix,TSU,RB,16.0,1:31.036,11.0,1:29.665,13.0,1:29.572,9,88.988,10.0,1:28.987,88.564,8.0,1:28.563,88.547,9.0,1:28.546,15.0,1:33.522
2024,Saudi Arabian Grand Prix,VER,Red Bull,1.0,1:29.659,3.0,1:29.158,1.0,1:28.412,1,88.171,1.0,1:28.171,88.033,1.0,1:28.033,87.472,1.0,1:27.471,1.0,1:31.772
2024,Saudi Arabian Grand Prix,ZHO,Sauber,18.0,1:31.131,13.0,1:29.777,19.0,1:30.739,20,,,,,,,,,,18.0,1:32.207
2024,Singapore Grand Prix,ALB,Williams,8.0,1:32.450,9.0,1:31.650,8.0,1:30.948,11,90.679,7.0,1:30.679,90.474,11.0,1:30.474,,,,20.0,1:36.888
2024,Singapore Grand Prix,ALO,Aston Martin,9.0,1:32.609,12.0,1:31.750,10.0,1:31.081,7,90.684,8.0,1:30.683,90.45,10.0,1:30.450,90.214,7.0,1:30.213,8.0,1:37.740
2024,Singapore Grand Prix,BOT,Sauber,18.0,1:33.484,20.0,1:32.786,19.0,1:32.097,19,91.572,19.0,1:31.572,,,,,,,16.0,1:37.524
2024,Singapore Grand Prix,COL,Williams,11.0,1:32.617,16.0,1:32.057,9.0,1:30.989,12,90.704,9.0,1:30.703,90.481,12.0,1:30.480,,,,11.0,1:37.262
2024,Singapore Grand Prix,GAS,Alpine,13.0,1:32.694,18.0,1:32.221,14.0,1:31.367,18,91.312,18.0,1:31.311,,,,,,,17.0,1:36.927
2024,Singapore Grand Prix,HAM,Mercedes,12.0,1:32.679,11.0,1:31.709,7.0,1:30.864,3,90.393,4.0,1:30.393,89.929,4.0,1:29.929,89.841,3.0,1:29.840,6.0,1:37.393
2024,Singapore Grand Prix,HUL,Haas,20.0,1:33.796,10.0,1:31.667,12.0,1:31.186,6,90.724,11.0,1:30.724,90.15,7.0,1:30.150,90.115,6.0,1:30.114,9.0,1:37.469
2024,Singapore Grand Prix,LEC,Ferrari,1.0,1:31.763,2.0,1:30.784,5.0,1:30.558,9,90.786,12.0,1:30.786,89.747,3.0,1:29.746,,,,5.0,1:35.370
2024,Singapore Grand Prix,MAG,Haas,17.0,1:33.376,13.0,1:31.793,13.0,1:31.265,14,90.829,14.0,1:30.828,90.653,14.0,1:30.653,,,,19.0,1:34.754
2024,Singapore Grand Prix,NOR,McLaren,2.0,1:31.838,1.0,1:30.727,1.0,1:29.646,1,90.002,1.0,1:30.001,90.007,5.0,1:30.007,89.525,1.0,1:29.525,1.0,1:34.924
2024,Singapore Grand Prix,OCO,Alpine,10.0,1:32.614,17.0,1:32.118,16.0,1:31.558,15,90.958,15.0,1:30.957,90.769,15.0,1:30.769,,,,13.0,1:37.963
2024,Singapore Grand Prix,PER,Red Bull,14.0,1:32.766,8.0,1:31.597,15.0,1:31.439,13,90.624,5.0,1:30.623,90.579,13.0,1:30.578,,,,10.0,1:37.477
2024,Singapore Grand Prix,PIA,McLaren,6.0,1:32.368,5.0,1:31.474,3.0,1:30.430,5,90.258,3.0,1:30.257,89.64,1.0,1:29.640,89.953,5.0,1:29.953,3.0,1:35.745
2024,Singapore Grand Prix,RIC,RB,7.0,1:32.375,6.0,1:31.477,17.0,1:31.561,16,91.085,16.0,1:31.084,,,,,,,18.0,1:34.486
2024,Singapore Grand Prix,RUS,Mercedes,16.0,1:33.334,7.0,1:31.487,2.0,1:30.125,4,90.811,13.0,1:30.811,90.153,8.0,1:30.153,89.867,4.0,1:29.867,4.0,1:37.046
2024,Singapore Grand Prix,SAI,Ferrari,3.0,1:31.951,3.0,1:31.355,6.0,1:30.807,10,90.67,6.0,1:30.670,90.108,6.0,1:30.108,,,,7.0,1:36.561
2024,Singapore Grand Prix,STR,Aston Martin,15.0,1:32.778,14.0,1:31.956,18.0,1:31.718,17,91.094,17.0,1:31.093,,,,,,,14.0,1:37.850
2024,Singapore Grand Prix,TSU,RB,5.0,1:32.263,4.0,1:31.468,11.0,1:31.114,8,90.716,10.0,1:30.715,90.289,9.0,1:30.289,90.354,8.0,1:30.353,12.0,1:36.393
2024,Singapore Grand Prix,VER,Red Bull,4.0,1:32.096,15.0,1:32.021,4.0,1:30.540,2,90.157,2.0,1:30.156,89.68,2.0,1:29.680,89.728,2.0,1:29.727,2.0,1:35.966
2024,Singapore Grand Prix,ZHO,Sauber,19.0,1:33.584,19.0,1:32.358,20.0,1:32.652,20,92.054,20.0,1:32.054,,,,,,,15.0,1:37.460
2024,Spanish Grand Prix,ALB,Williams,10.0,1:15.417,19.0,1:14.807,8.0,1:13.753,19,73.153,19.0,1:13.153,,,,,,,18.0,1:19.132
2024,Spanish Grand Prix,ALO,Aston Martin,9.0,1:15.221,14.0,1:14.090,9.0,1:13.786,11,72.505,9.0,1:12.504,72.128,11.0,1:12.128,,,,12.0,1:18.334
2024,Spanish Grand Prix,BOT,Sauber,12.0,1:15.471,10.0,1:13.924,14.0,1:14.024,12,72.758,13.0,1:12.757,72.227,12.0,1:12.227,,,,16.0,1:19.608
2024,Spanish Grand Prix,GAS,Alpine,13.0,1:15.483,4.0,1:13.442,12.0,1:13.963,7,72.651,10.0,1:12.650,72.079,9.0,1:12.078,71.857,7.0,1:11.856,9.0,1:19.045
2024,Spanish Grand Prix,HAM,Mercedes,7.0,1:14.911,1.0,1:13.263,6.0,1:13.358,3,72.143,1.0,1:12.143,71.792,2.0,1:11.792,71.701,3.0,1:11.700,3.0,1:17.808
2024,Spanish Grand Prix,HUL,Haas,,,12.0,1:14.052,13.0,1:13.974,13,72.708,12.0,1:12.707,72.31,13.0,1:12.310,,,,11.0,1:18.608
2024,Spanish Grand Prix,LEC,Ferrari,11.0,1:15.433,6.0,1:13.596,3.0,1:13.049,5,72.257,2.0,1:12.257,72.038,7.0,1:12.037,71.731,5.0,1:11.730,5.0,1:17.897
2024,Spanish Grand Prix,MAG,Haas,17.0,1:15.644,11.0,1:14.021,15.0,1:14.073,16,72.937,16.0,1:12.936,,,,,,,17.0,1:19.805
2024,Spanish Grand Prix,NOR,McLaren,1.0,1:14.227,3.0,1:13.319,2.0,1:13.043,1,72.386,4.0,1:12.385,71.872,4.0,1:11.871,71.383,1.0,1:11.382,2.0,1:17.114
2024,Spanish Grand Prix,OCO,Alpine,8.0,1:15.085,9.0,1:13.766,11.0,1:13.950,9,72.691,11.0,1:12.691,72.109,10.0,1:12.108,72.125,9.0,1:12.125,10.0,1:18.981
2024,Spanish Grand Prix,PER,Red Bull,5.0,1:14.691,13.0,1:14.081,7.0,1:13.722,8,72.477,8.0,1:12.477,72.054,8.0,1:12.054,72.061,8.0,1:12.061,8.0,1:17.784
2024,Spanish Grand Prix,PIA,McLaren,6.0,1:14.867,7.0,1:13.621,10.0,1:13.906,10,72.46,7.0,1:12.459,72.011,6.0,1:12.010,,,,7.0,1:17.873
2024,Spanish Grand Prix,RIC,RB,15.0,1:15.579,16.0,1:14.257,16.0,1:14.161,18,73.075,18.0,1:13.075,,,,,,,15.0,1:19.450
2024,Spanish Grand Prix,RUS,Mercedes,4.0,1:14.614,8.0,1:13.721,5.0,1:13.164,4,72.456,6.0,1:12.456,71.812,3.0,1:11.811,71.703,4.0,1:11.703,4.0,1:18.290
2024,Spanish Grand Prix,SAI,Ferrari,3.0,1:14.572,2.0,1:13.286,1.0,1:13.013,6,72.403,5.0,1:12.403,71.874,5.0,1:11.873,71.736,6.0,1:11.736,6.0,1:18.539
2024,Spanish Grand Prix,SAR,Williams,18.0,1:15.751,20.0,1:15.069,20.0,1:14.728,20,73.509,20.0,1:13.509,,,,,,,20.0,1:20.171
2024,Spanish Grand Prix,STR,Aston Martin,14.0,1:15.512,18.0,1:14.402,17.0,1:14.254,14,72.881,15.0,1:12.881,72.372,14.0,1:12.371,,,,14.0,1:19.317
2024,Spanish Grand Prix,TSU,RB,20.0,1:15.915,15.0,1:14.210,18.0,1:14.420,17,72.985,17.0,1:12.984,,,,,,,19.0,1:19.447
2024,Spanish Grand Prix,VER,Red Bull,2.0,1:14.251,5.0,1:13.504,4.0,1:13.087,2,72.306,3.0,1:12.305,71.653,1.0,1:11.653,71.403,2.0,1:11.403,1.0,1:17.775
2024,Spanish Grand Prix,ZHO,Sauber,16.0,1:15.615,17.0,1:14.344,19.0,1:14.572,15,72.88,14.0,1:12.879,72.738,15.0,1:12.737,,,,13.0,1:18.771
2025,Abu Dhabi Grand Prix,ALB,Williams,,,15.0,1:23.950,10.0,1:23.721,17,83.416,17.0,1:23.415,,,,,,,16.0,1:28.367
2025,Abu Dhabi Grand Prix,ALO,Aston Martin,,,9.0,1:23.707,4.0,1:23.584,6,83.071,4.0,1:23.070,82.861,4.0,1:22.861,82.902,6.0,1:22.902,6.0,1:28.278
2025,Abu Dhabi Grand Prix,ANT,Mercedes,4.0,1:24.608,10.0,1:23.750,9.0,1:23.706,14,82.894,3.0,1:22.894,83.08,14.0,1:23.079,,,,15.0,1:28.028
2025,Abu Dhabi Grand Prix,BEA,Haas,8.0,1:24.759,4.0,1:23.501,7.0,1:23.608,11,83.254,9.0,1:23.254,83.041,11.0,1:23.040,,,,12.0,1:28.975
2025,Abu Dhabi Grand Prix,BOR,Sauber,7.0,1:24.742,6.0,1:23.569,11.0,1:23.790,7,83.374,14.0,1:23.373,82.874,5.0,1:22.873,82.904,7.0,1:22.903,11.0,1:29.114
2025,Abu Dhabi Grand Prix,COL,Alpine,10.0,1:24.855,19.0,1:24.771,19.0,1:24.501,20,83.89,20.0,1:23.890,,,,,,,20.0,1:27.709
2025,Abu Dhabi Grand Prix,GAS,Alpine,,,20.0,1:24.962,17.0,1:24.072,19,83.468,19.0,1:23.468,,,,,,,19.0,1:27.766
2025,Abu Dhabi Grand Prix,HAD,RB,12.0,1:24.977,7.0,1:23.656,16.0,1:23.978,9,83.373,13.0,1:23.373,82.997,7.0,1:22.996,83.072,9.0,1:23.072,17.0,1:29.375
2025,Abu Dhabi Grand Prix,HAM,Ferrari,,,14.0,1:23.938,18.0,1:24.469,16,83.394,16.0,1:23.394,,,,,,,8.0,1:28.093
2025,Abu Dhabi Grand Prix,HUL,Sauber,5.0,1:24.629,5.0,1:23.549,13.0,1:23.870,18,83.45,18.0,1:23.450,,,,,,,9.0,1:27.049
2025,Abu Dhabi Grand Prix,LAW,RB,,,18.0,1:24.474,15.0,1:23.947,13,83.265,10.0,1:23.265,83.077,13.0,1:23.076,,,,18.0,1:28.885
2025,Abu Dhabi Grand Prix,LEC,Ferrari,3.0,1:24.501,8.0,1:23.658,8.0,1:23.674,5,83.163,5.0,1:23.162,82.948,6.0,1:22.947,82.73,5.0,1:22.730,4.0,1:26.724
2025,Abu Dhabi Grand Prix,NOR,McLaren,1.0,1:24.484,1.0,1:23.082,2.0,1:23.337,2,83.178,6.0,1:23.177,82.804,3.0,1:22.804,82.408,2.0,1:22.408,3.0,1:26.817
2025,Abu Dhabi Grand Prix,OCO,Haas,,,16.0,1:23.957,6.0,1:23.605,8,83.334,12.0,1:23.334,83.023,9.0,1:23.022,82.913,8.0,1:22.912,7.0,1:28.655
2025,Abu Dhabi Grand Prix,PIA,McLaren,,,11.0,1:23.763,5.0,1:23.593,3,82.605,1.0,1:22.605,83.021,8.0,1:23.021,82.437,3.0,1:22.436,2.0,1:26.765
2025,Abu Dhabi Grand Prix,RUS,Mercedes,6.0,1:24.733,3.0,1:23.462,1.0,1:23.334,4,83.247,8.0,1:23.246,82.73,1.0,1:22.730,82.645,4.0,1:22.644,5.0,1:28.599
2025,Abu Dhabi Grand Prix,SAI,Williams,9.0,1:24.771,13.0,1:23.871,12.0,1:23.811,12,83.187,7.0,1:23.186,83.042,12.0,1:23.042,,,,13.0,1:29.052
2025,Abu Dhabi Grand Prix,STR,Aston Martin,,,12.0,1:23.831,14.0,1:23.894,15,83.316,11.0,1:23.316,83.097,15.0,1:23.096,,,,10.0,1:27.626
2025,Abu Dhabi Grand Prix,TSU,Red Bull,,,17.0,1:24.302,20.0,1:24.692,10,83.386,15.0,1:23.385,83.034,10.0,1:23.034,,,,14.0,1:28.557
2025,Abu Dhabi Grand Prix,VER,Red Bull,2.0,1:24.492,2.0,1:23.445,3.0,1:23.457,1,82.877,2.0,1:22.876,82.752,2.0,1:22.751,82.207,1.0,1:22.206,1.0,1:27.625
2025,Australian Grand Prix,ALB,Williams,6.0,1:17.712,12.0,1:17.302,7.0,1:16.257,6,76.245,8.0,1:16.245,76.017,9.0,1:16.016,75.737,6.0,1:15.736,5.0,1:24.596
2025,Australian Grand Prix,ALO,Aston Martin,8.0,1:17.736,13.0,1:17.329,17.0,1:17.269,12,76.288,9.0,1:16.287,76.453,12.0,1:16.453,,,,17.0,1:28.819
2025,Australian Grand Prix,ANT,Mercedes,14.0,1:18.390,16.0,1:17.634,5.0,1:16.206,16,76.525,16.0,1:16.525,,,,,,,4.0,1:24.900
2025,Australian Grand Prix,BEA,Haas F1 Team,,,,,,,20,,,,,,,,,,14.0,1:27.602
2025,Australian Grand Prix,BOR,Sauber,15.0,1:18.438,18.0,1:17.846,11.0,1:16.706,15,76.516,15.0,1:16.516,77.52,15.0,1:17.519,,,,16.0,1:24.191
2025,Australian Grand Prix,DOO,Alpine,13.0,1:18.231,14.0,1:17.394,15.0,1:16.992,14,76.315,10.0,1:16.314,76.863,14.0,1:16.862,,,,19.0,
2025,Australian Grand Prix,GAS,Alpine,17.0,1:18.504,15.0,1:17.492,12.0,1:16.718,9,76.328,11.0,1:16.328,76.112,10.0,1:16.111,75.98,9.0,1:15.980,11.0,1:25.019
2025,Australian Grand Prix,HAD,RB,9.0,1:17.846,6.0,1:17.019,13.0,1:16.731,11,76.354,12.0,1:16.353,76.175,11.0,1:16.174,,,,20.0,
2025,Australian Grand Prix,HAM,Ferrari,12.0,1:18.070,5.0,1:16.858,8.0,1:16.378,8,76.213,6.0,1:16.212,75.919,6.0,1:15.918,75.973,8.0,1:15.972,10.0,1:24.218
2025,Australian Grand Prix,HUL,Sauber,18.0,1:18.585,8.0,1:17.161,16.0,1:17.146,17,76.579,17.0,1:16.578,,,,,,,7.0,1:25.242
2025,Australian Grand Prix,LAW,Red Bull Racing,,,,,,,18,77.094,18.0,1:17.093,,,,,,,15.0,1:22.969
2025,Australian Grand Prix,LEC,Ferrari,3.0,1:17.460,1.0,1:16.438,4.0,1:16.188,7,76.029,4.0,1:16.028,75.827,5.0,1:15.826,75.755,7.0,1:15.754,8.0,1:25.271
2025,Australian Grand Prix,NOR,McLaren,1.0,1:17.251,3.0,1:16.579,10.0,1:16.596,1,75.912,1.0,1:15.912,75.415,1.0,1:15.415,75.096,1.0,1:15.096,1.0,1:22.167
2025,Australian Grand Prix,OCO,Haas,19.0,1:19.138,19.0,1:18.034,18.0,1:17.373,19,77.147,19.0,1:17.147,,,,,,,13.0,1:26.763
2025,Australian Grand Prix,PIA,McLaren,4.0,1:17.670,2.0,1:16.563,1.0,1:15.921,2,76.062,5.0,1:16.061,75.468,2.0,1:15.468,75.18,2.0,1:15.180,9.0,1:23.242
2025,Australian Grand Prix,RUS,Mercedes,7.0,1:17.715,10.0,1:17.281,2.0,1:15.959,4,75.971,2.0,1:15.971,75.798,4.0,1:15.798,75.546,4.0,1:15.546,3.0,1:25.064
2025,Australian Grand Prix,SAI,Williams,2.0,1:17.400,11.0,1:17.302,6.0,1:16.251,10,76.36,13.0,1:16.359,75.931,7.0,1:15.930,76.062,10.0,1:16.061,18.0,
2025,Australian Grand Prix,STR,Aston Martin,10.0,1:18.057,9.0,1:17.278,14.0,1:16.947,13,76.369,14.0,1:16.368,76.483,13.0,1:16.483,,,,6.0,1:25.537
2025,Australian Grand Prix,TSU,RB,11.0,1:18.061,4.0,1:16.784,9.0,1:16.454,5,76.225,7.0,1:16.224,76.009,8.0,1:16.009,75.67,5.0,1:15.670,12.0,1:24.194
2025,Australian Grand Prix,VER,Red Bull,5.0,1:17.695,7.0,1:17.063,3.0,1:16.001,3,76.018,3.0,1:16.018,75.565,3.0,1:15.564,75.481,3.0,1:15.480,2.0,1:23.081
2025,Austrian Grand Prix,ALB,Williams,7.0,1:05.945,16.0,1:05.765,14.0,1:05.313,12,65.143,9.0,1:05.143,65.205,12.0,1:05.204,,,,17.0,1:10.641
2025,Austrian Grand Prix,ALO,Aston Martin,14.0,1:06.170,9.0,1:05.456,12.0,1:05.242,11,65.197,13.0,1:05.197,65.128,11.0,1:05.128,,,,7.0,1:09.935
2025,Austrian Grand Prix,ANT,Mercedes,11.0,1:06.129,11.0,1:05.537,7.0,1:05.052,9,65.178,10.0,1:05.177,65.052,10.0,1:05.052,65.276,9.0,1:05.275,19.0,
2025,Austrian Grand Prix,BEA,Haas,20.0,1:06.737,18.0,1:05.834,17.0,1:05.365,15,65.218,14.0,1:05.218,65.312,15.0,1:05.311,,,,11.0,1:09.959
