season,race_name,driver,team,fp1_pos,fp1_time_fastest_lap,fp2_pos,fp2_time_fastest_lap,fp3_pos,fp3_time_fastest_lap,Qualifying_Final_Grid_Position,Q1_fastest_lap,Q2_fastest_lap,Q3_fastest_lap,Race_Finishing_Position,fastest_lap
2024,Saudi Arabian Grand Prix,BOT,Kick Sauber,,,,,,,16.0,1:29.179,,,17.0,1:32.706
2024,Saudi Arabian Grand Prix,BOT,Sauber,11.0,1:30.783,20.0,1:30.153,18.0,1:30.082,,,,,,
2024,Saudi Arabian Grand Prix,GAS,Alpine,17.0,1:31.046,9.0,1:29.528,12.0,1:29.546,18.0,1:29.478,,,20.0,2:01.453
2024,Saudi Arabian Grand Prix,HAM,Mercedes,8.0,1:30.236,8.0,1:29.504,9.0,1:29.268,8.0,1:28.993,1:28.605,1:28.459,9.0,1:31.745
2024,Saudi Arabian Grand Prix,HUL,Haas,19.0,1:31.411,18.0,1:30.076,15.0,1:29.674,,,,,,
2024,Saudi Arabian Grand Prix,HUL,Haas F1 Team,,,,,,,15.0,1:29.055,,,10.0,1:32.365
2024,Saudi Arabian Grand Prix,LEC,Ferrari,5.0,1:30.030,4.0,1:29.180,2.0,1:28.608,2.0,1:28.317,1:28.111,1:27.790,3.0,1:31.632
2024,Saudi Arabian Grand Prix,MAG,Haas,20.0,1:31.576,17.0,1:29.984,11.0,1:29.484,,,,,,
2024,Saudi Arabian Grand Prix,MAG,Haas F1 Team,,,,,,,13.0,1:29.069,1:29.019,,12.0,1:32.337
2024,Saudi Arabian Grand Prix,NOR,McLaren,7.0,1:30.230,12.0,1:29.757,5.0,1:28.971,6.0,1:28.805,1:28.478,1:28.132,8.0,1:31.944
2024,Saudi Arabian Grand Prix,OCO,Alpine,13.0,1:30.944,15.0,1:29.900,14.0,1:29.575,17.0,1:29.474,,,13.0,1:33.480
2024,Saudi Arabian Grand Prix,PER,Red Bull,3.0,1:29.867,5.0,1:29.299,3.0,1:28.906,,,,,,
2024,Saudi Arabian Grand Prix,PER,Red Bull Racing,,,,,,,3.0,1:28.638,1:28.466,1:27.807,2.0,1:32.272
2024,Saudi Arabian Grand Prix,PIA,McLaren,15.0,1:30.977,10.0,1:29.593,8.0,1:29.212,5.0,1:28.754,1:28.343,1:28.088,4.0,1:32.310
2024,Saudi Arabian Grand Prix,RIC,RB,12.0,1:30.917,19.0,1:30.087,16.0,1:29.739,14.0,1:29.064,1:29.025,,16.0,1:33.322
2024,Saudi Arabian Grand Prix,RUS,Mercedes,4.0,1:29.938,2.0,1:29.057,4.0,1:28.963,7.0,1:28.748,1:28.447,1:28.316,6.0,1:32.254
2024,Saudi Arabian Grand Prix,SAR,Williams,,,,,,,19.0,1:29.525,,,14.0,1:33.025
2024,Saudi Arabian Grand Prix,STR,Aston Martin,9.0,1:30.579,6.0,1:29.335,7.0,1:29.126,10.0,1:28.250,1:28.578,1:28.572,19.0,1:35.560
2024,Saudi Arabian Grand Prix,TSU,RB,16.0,1:31.036,11.0,1:29.665,13.0,1:29.572,9.0,1:28.987,1:28.563,1:28.546,15.0,1:33.522
2024,Saudi Arabian Grand Prix,VER,Red Bull,1.0,1:29.659,3.0,1:29.158,1.0,1:28.412,,,,,,
2024,Saudi Arabian Grand Prix,VER,Red Bull Racing,,,,,,,1.0,1:28.171,1:28.033,1:27.471,1.0,1:31.772
2024,Saudi Arabian Grand Prix,ZHO,Kick Sauber,,,,,,,20.0,,,,18.0,1:32.207
2024,Saudi Arabian Grand Prix,ZHO,Sauber,18.0,1:31.131,13.0,1:29.777,19.0,1:30.739,,,,,,
2024,Singapore Grand Prix,ALB,Williams,8.0,1:32.450,9.0,1:31.650,8.0,1:30.948,11.0,1:30.679,1:30.474,,20.0,1:36.888
2024,Singapore Grand Prix,ALO,Aston Martin,9.0,1:32.609,12.0,1:31.750,10.0,1:31.081,7.0,1:30.683,1:30.450,1:30.213,8.0,1:37.740
2024,Singapore Grand Prix,BOT,Kick Sauber,,,,,,,19.0,1:31.572,,,16.0,1:37.524
2024,Singapore Grand Prix,BOT,Sauber,18.0,1:33.484,20.0,1:32.786,19.0,1:32.097,,,,,,
2024,Singapore Grand Prix,COL,Williams,11.0,1:32.617,16.0,1:32.057,9.0,1:30.989,12.0,1:30.703,1:30.480,,11.0,1:37.262
2024,Singapore Grand Prix,GAS,Alpine,13.0,1:32.694,18.0,1:32.221,14.0,1:31.367,18.0,1:31.311,,,17.0,1:36.927
2024,Singapore Grand Prix,HAM,Mercedes,12.0,1:32.679,11.0,1:31.709,7.0,1:30.864,3.0,1:30.393,1:29.929,1:29.840,6.0,1:37.393
2024,Singapore Grand Prix,HUL,Haas,20.0,1:33.796,10.0,1:31.667,12.0,1:31.186,,,,,,
2024,Singapore Grand Prix,HUL,Haas F1 Team,,,,,,,6.0,1:30.724,1:30.150,1:30.114,9.0,1:37.469
2024,Singapore Grand Prix,LEC,Ferrari,1.0,1:31.763,2.0,1:30.784,5.0,1:30.558,9.0,1:30.786,1:29.746,,5.0,1:35.370
2024,Singapore Grand Prix,MAG,Haas,17.0,1:33.376,13.0,1:31.793,13.0,1:31.265,,,,,,
2024,Singapore Grand Prix,MAG,Haas F1 Team,,,,,,,14.0,1:30.828,1:30.653,,19.0,1:34.754
2024,Singapore Grand Prix,NOR,McLaren,2.0,1:31.838,1.0,1:30.727,1.0,1:29.646,1.0,1:30.001,1:30.007,1:29.525,1.0,1:34.924
2024,Singapore Grand Prix,OCO,Alpine,10.0,1:32.614,17.0,1:32.118,16.0,1:31.558,15.0,1:30.957,1:30.769,,13.0,1:37.963
2024,Singapore Grand Prix,PER,Red Bull,14.0,1:32.766,8.0,1:31.597,15.0,1:31.439,,,,,,
2024,Singapore Grand Prix,PER,Red Bull Racing,,,,,,,13.0,1:30.623,1:30.578,,10.0,1:37.477
2024,Singapore Grand Prix,PIA,McLaren,6.0,1:32.368,5.0,1:31.474,3.0,1:30.430,5.0,1:30.257,1:29.640,1:29.953,3.0,1:35.745
2024,Singapore Grand Prix,RIC,RB,7.0,1:32.375,6.0,1:31.477,17.0,1:31.561,16.0,1:31.084,,,18.0,1:34.486
2024,Singapore Grand Prix,RUS,Mercedes,16.0,1:33.334,7.0,1:31.487,2.0,1:30.125,4.0,1:30.811,1:30.153,1:29.867,4.0,1:37.046
2024,Singapore Grand Prix,SAI,Ferrari,3.0,1:31.951,3.0,1:31.355,6.0,1:30.807,10.0,1:30.670,1:30.108,,7.0,1:36.561
2024,Singapore Grand Prix,STR,Aston Martin,15.0,1:32.778,14.0,1:31.956,18.0,1:31.718,17.0,1:31.093,,,14.0,1:37.850
2024,Singapore Grand Prix,TSU,RB,5.0,1:32.263,4.0,1:31.468,11.0,1:31.114,8.0,1:30.715,1:30.289,1:30.353,12.0,1:36.393
2024,Singapore Grand Prix,VER,Red Bull,4.0,1:32.096,15.0,1:32.021,4.0,1:30.540,,,,,,
2024,Singapore Grand Prix,VER,Red Bull Racing,,,,,,,2.0,1:30.156,1:29.680,1:29.727,2.0,1:35.966
2024,Singapore Grand Prix,ZHO,Kick Sauber,,,,,,,20.0,1:32.054,,,15.0,1:37.460
2024,Singapore Grand Prix,ZHO,Sauber,19.0,1:33.584,19.0,1:32.358,20.0,1:32.652,,,,,,
2024,Spanish Grand Prix,ALB,Williams,10.0,1:15.417,19.0,1:14.807,8.0,1:13.753,19.0,1:13.153,,,18.0,1:19.132
2024,Spanish Grand Prix,ALO,Aston Martin,9.0,1:15.221,14.0,1:14.090,9.0,1:13.786,11.0,1:12.504,1:12.128,,12.0,1:18.334
2024,Spanish Grand Prix,BOT,Kick Sauber,,,,,,,12.0,1:12.757,1:12.227,,16.0,1:19.608
2024,Spanish Grand Prix,BOT,Sauber,12.0,1:15.471,10.0,1:13.924,14.0,1:14.024,,,,,,
2024,Spanish Grand Prix,GAS,Alpine,13.0,1:15.483,4.0,1:13.442,12.0,1:13.963,7.0,1:12.650,1:12.078,1:11.856,9.0,1:19.045
2024,Spanish Grand Prix,HAM,Mercedes,7.0,1:14.911,1.0,1:13.263,6.0,1:13.358,3.0,1:12.143,1:11.792,1:11.700,3.0,1:17.808
2024,Spanish Grand Prix,HUL,Haas,,,12.0,1:14.052,13.0,1:13.974,,,,,,
2024,Spanish Grand Prix,HUL,Haas F1 Team,,,,,,,13.0,1:12.707,1:12.310,,11.0,1:18.608
2024,Spanish Grand Prix,LEC,Ferrari,11.0,1:15.433,6.0,1:13.596,3.0,1:13.049,5.0,1:12.257,1:12.037,1:11.730,5.0,1:17.897
2024,Spanish Grand Prix,MAG,Haas,17.0,1:15.644,11.0,1:14.021,15.0,1:14.073,,,,,,
2024,Spanish Grand Prix,MAG,Haas F1 Team,,,,,,,16.0,1:12.936,,,17.0,1:19.805
2024,Spanish Grand Prix,NOR,McLaren,1.0,1:14.227,3.0,1:13.319,2.0,1:13.043,1.0,1:12.385,1:11.871,1:11.382,2.0,1:17.114
2024,Spanish Grand Prix,OCO,Alpine,8.0,1:15.085,9.0,1:13.766,11.0,1:13.950,9.0,1:12.691,1:12.108,1:12.125,10.0,1:18.981
2024,Spanish Grand Prix,PER,Red Bull,5.0,1:14.691,13.0,1:14.081,7.0,1:13.722,,,,,,
2024,Spanish Grand Prix,PER,Red Bull Racing,,,,,,,8.0,1:12.477,1:12.054,1:12.061,8.0,1:17.784
2024,Spanish Grand Prix,PIA,McLaren,6.0,1:14.867,7.0,1:13.621,10.0,1:13.906,10.0,1:12.459,1:12.010,,7.0,1:17.873
2024,Spanish Grand Prix,RIC,RB,15.0,1:15.579,16.0,1:14.257,16.0,1:14.161,18.0,1:13.075,,,15.0,1:19.450
2024,Spanish Grand Prix,RUS,Mercedes,4.0,1:14.614,8.0,1:13.721,5.0,1:13.164,4.0,1:12.456,1:11.811,1:11.703,4.0,1:18.290
2024,Spanish Grand Prix,SAI,Ferrari,3.0,1:14.572,2.0,1:13.286,1.0,1:13.013,6.0,1:12.403,1:11.873,1:11.736,6.0,1:18.539
2024,Spanish Grand Prix,SAR,Williams,18.0,1:15.751,20.0,1:15.069,20.0,1:14.728,20.0,1:13.509,,,20.0,1:20.171
2024,Spanish Grand Prix,STR,Aston Martin,14.0,1:15.512,18.0,1:14.402,17.0,1:14.254,14.0,1:12.881,1:12.371,,14.0,1:19.317
2024,Spanish Grand Prix,TSU,RB,20.0,1:15.915,15.0,1:14.210,18.0,1:14.420,17.0,1:12.984,,,19.0,1:19.447
2024,Spanish Grand Prix,VER,Red Bull,2.0,1:14.251,5.0,1:13.504,4.0,1:13.087,,,,,,
2024,Spanish Grand Prix,VER,Red Bull Racing,,,,,,,2.0,1:12.305,1:11.653,1:11.403,1.0,1:17.775
2024,Spanish Grand Prix,ZHO,Kick Sauber,,,,,,,15.0,1:12.879,1:12.737,,13.0,1:18.771
2024,Spanish Grand Prix,ZHO,Sauber,16.0,1:15.615,17.0,1:14.344,19.0,1:14.572,,,,,,
2025,Australian Grand Prix,ALB,Williams,6.0,1:17.712,12.0,1:17.302,7.0,1:16.257,6.0,1:16.245,1:16.016,1:15.736,5.0,1:24.596
2025,Australian Grand Prix,ALO,Aston Martin,8.0,1:17.736,13.0,1:17.329,17.0,1:17.269,12.0,1:16.287,1:16.453,,17.0,1:28.819
2025,Australian Grand Prix,ANT,Mercedes,14.0,1:18.390,16.0,1:17.634,5.0,1:16.206,16.0,1:16.525,,,4.0,1:24.900
2025,Australian Grand Prix,BEA,Haas F1 Team,,,,,,,20.0,,,,14.0,1:27.602
2025,Australian Grand Prix,BOR,Kick Sauber,,,,,,,15.0,1:16.516,1:17.519,,16.0,1:24.191
2025,Australian Grand Prix,BOR,Sauber,15.0,1:18.438,18.0,1:17.846,11.0,1:16.706,,,,,,
2025,Australian Grand Prix,DOO,Alpine,13.0,1:18.231,14.0,1:17.394,15.0,1:16.992,14.0,1:16.314,1:16.862,,19.0,
2025,Australian Grand Prix,GAS,Alpine,17.0,1:18.504,15.0,1:17.492,12.0,1:16.718,9.0,1:16.328,1:16.111,1:15.980,11.0,1:25.019
2025,Australian Grand Prix,HAD,RB,9.0,1:17.846,6.0,1:17.019,13.0,1:16.731,,,,,,
2025,Australian Grand Prix,HAD,Racing Bulls,,,,,,,11.0,1:16.353,1:16.174,,20.0,
2025,Australian Grand Prix,HAM,Ferrari,12.0,1:18.070,5.0,1:16.858,8.0,1:16.378,8.0,1:16.212,1:15.918,1:15.972,10.0,1:24.218
2025,Australian Grand Prix,HUL,Kick Sauber,,,,,,,17.0,1:16.578,,,7.0,1:25.242
2025,Australian Grand Prix,HUL,Sauber,18.0,1:18.585,8.0,1:17.161,16.0,1:17.146,,,,,,
2025,Australian Grand Prix,LAW,Red Bull Racing,,,,,,,18.0,1:17.093,,,15.0,1:22.969
2025,Australian Grand Prix,LEC,Ferrari,3.0,1:17.460,1.0,1:16.438,4.0,1:16.188,7.0,1:16.028,1:15.826,1:15.754,8.0,1:25.271
2025,Australian Grand Prix,NOR,McLaren,1.0,1:17.251,3.0,1:16.579,10.0,1:16.596,1.0,1:15.912,1:15.415,1:15.096,1.0,1:22.167
2025,Australian Grand Prix,OCO,Haas,19.0,1:19.138,19.0,1:18.034,18.0,1:17.373,,,,,,
2025,Australian Grand Prix,OCO,Haas F1 Team,,,,,,,19.0,1:17.147,,,13.0,1:26.763
2025,Australian Grand Prix,PIA,McLaren,4.0,1:17.670,2.0,1:16.563,1.0,1:15.921,2.0,1:16.061,1:15.468,1:15.180,9.0,1:23.242
2025,Australian Grand Prix,RUS,Mercedes,7.0,1:17.715,10.0,1:17.281,2.0,1:15.959,4.0,1:15.971,1:15.798,1:15.546,3.0,1:25.064
2025,Australian Grand Prix,SAI,Williams,2.0,1:17.400,11.0,1:17.302,6.0,1:16.251,10.0,1:16.359,1:15.930,1:16.061,18.0,
2025,Australian Grand Prix,STR,Aston Martin,10.0,1:18.057,9.0,1:17.278,14.0,1:16.947,13.0,1:16.368,1:16.483,,6.0,1:25.537
2025,Australian Grand Prix,TSU,RB,11.0,1:18.061,4.0,1:16.784,9.0,1:16.454,,,,,,
2025,Australian Grand Prix,TSU,Racing Bulls,,,,,,,5.0,1:16.224,1:16.009,1:15.670,12.0,1:24.194
2025,Australian Grand Prix,VER,Red Bull,5.0,1:17.695,7.0,1:17.063,3.0,1:16.001,,,,,,
2025,Australian Grand Prix,VER,Red Bull Racing,,,,,,,3.0,1:16.018,1:15.564,1:15.480,2.0,1:23.081
2025,Japanese Grand Prix,ALB,Williams,11.0,1:29.391,11.0,1:29.022,7.0,1:28.554,9.0,1:28.218,1:27.783,1:27.614,9.0,1:31.125
2025,Japanese Grand Prix,ALO,Aston Martin,7.0,1:29.221,17.0,1:29.977,15.0,1:29.772,13.0,1:28.337,1:27.897,,11.0,1:31.769
2025,Japanese Grand Prix,ANT,Mercedes,9.0,1:29.284,16.0,1:29.733,13.0,1:29.126,6.0,1:27.968,1:27.638,1:27.555,6.0,1:30.965
2025,Japanese Grand Prix,BEA,Haas,18.0,1:30.076,15.0,1:29.653,16.0,1:30.084,,,,,,
2025,Japanese Grand Prix,BEA,Haas F1 Team,,,,,,,10.0,1:28.227,1:27.710,1:27.867,10.0,1:32.006
2025,Japanese Grand Prix,BOR,Kick Sauber,,,,,,,17.0,1:28.621,,,19.0,1:32.034
2025,Japanese Grand Prix,BOR,Sauber,20.0,1:30.147,13.0,1:29.334,17.0,1:30.134,,,,,,
2025,Japanese Grand Prix,DOO,Alpine,,,20.0,1:31.659,14.0,1:29.766,19.0,1:28.876,,,15.0,1:32.685
2025,Japanese Grand Prix,GAS,Alpine,14.0,1:29.546,9.0,1:28.757,8.0,1:28.602,11.0,1:28.186,1:27.822,,13.0,1:31.819
2025,Japanese Grand Prix,HAD,RB,8.0,1:29.224,3.0,1:28.518,10.0,1:28.786,,,,,,
2025,Japanese Grand Prix,HAD,Racing Bulls,,,,,,,7.0,1:28.278,1:27.775,1:27.569,8.0,1:31.316
2025,Japanese Grand Prix,HAM,Ferrari,4.0,1:29.051,4.0,1:28.543,6.0,1:28.524,8.0,1:27.941,1:27.609,1:27.609,7.0,1:31.406
2025,Japanese Grand Prix,HUL,Kick Sauber,,,,,,,16.0,1:28.569,,,16.0,1:32.572
2025,Japanese Grand Prix,HUL,Sauber,17.0,1:30.022,12.0,1:29.061,20.0,1:30.620,,,,,,
2025,Japanese Grand Prix,LAW,RB,13.0,1:29.536,5.0,1:28.558,12.0,1:29.103,,,,,,
2025,Japanese Grand Prix,LAW,Racing Bulls,,,,,,,14.0,1:28.554,1:27.906,,17.0,1:32.043
2025,Japanese Grand Prix,LEC,Ferrari,3.0,1:28.965,7.0,1:28.585,4.0,1:28.414,4.0,1:27.920,1:27.555,1:27.299,4.0,1:31.468
2025,Japanese Grand Prix,NOR,McLaren,1.0,1:28.549,2.0,1:28.162,1.0,1:27.965,2.0,1:27.844,1:27.146,1:26.995,2.0,1:31.115
2025,Japanese Grand Prix,OCO,Haas,19.0,1:30.123,14.0,1:29.507,18.0,1:30.183,,,,,,
2025,Japanese Grand Prix,OCO,Haas F1 Team,,,,,,,18.0,1:28.695,,,18.0,1:31.966
2025,Japanese Grand Prix,PIA,McLaren,15.0,1:29.707,1.0,1:28.114,2.0,1:27.990,3.0,1:27.686,1:27.507,1:27.027,3.0,1:31.039
2025,Japanese Grand Prix,RUS,Mercedes,2.0,1:28.712,6.0,1:28.566,3.0,1:28.076,5.0,1:27.843,1:27.400,1:27.317,5.0,1:31.356
2025,Japanese Grand Prix,SAI,Williams,10.0,1:29.332,10.0,1:28.831,11.0,1:28.846,12.0,1:28.209,1:27.835,,14.0,1:31.105
2025,Japanese Grand Prix,STR,Aston Martin,16.0,1:29.757,19.0,1:30.844,19.0,1:30.266,20.0,1:29.271,,,20.0,1:32.052
2025,Japanese Grand Prix,TSU,Red Bull,6.0,1:29.171,18.0,1:30.625,9.0,1:28.784,,,,,,
2025,Japanese Grand Prix,TSU,Red Bull Racing,,,,,,,15.0,1:27.966,1:28.000,,12.0,1:31.870
2025,Japanese Grand Prix,VER,Red Bull,5.0,1:29.064,8.0,1:28.670,5.0,1:28.496,,,,,,
2025,Japanese Grand Prix,VER,Red Bull Racing,,,,,,,1.0,1:27.942,1:27.501,1:26.983,1.0,1:31.040
2025,Pre-Season Testing,ALB,Williams,,,13.0,1:32.060,11.0,1:30.668,19.0,,,,14.0,1:35.647
2025,Pre-Season Testing,ALO,Aston Martin,1.0,1:31.115,4.0,1:30.876,15.0,1:30.923,10.0,1:30.745,1:30.054,1:29.954,7.0,1:35.861
2025,Pre-Season Testing,ANT,Mercedes,14.0,1:32.399,18.0,1:32.718,4.0,1:30.236,4.0,1:30.036,1:29.649,1:29.537,5.0,1:35.302
2025,Pre-Season Testing,BEA,Haas,16.0,1:32.537,12.0,1:31.710,14.0,1:30.799,,,,,,
2025,Pre-Season Testing,BEA,Haas F1 Team,,,,,,,9.0,1:30.420,1:30.075,1:29.867,9.0,1:36.200
2025,Pre-Season Testing,BOR,Kick Sauber,,,,,,,14.0,1:30.819,,,17.0,1:37.126
2025,Pre-Season Testing,BOR,Sauber,17.0,1:32.611,15.0,1:32.319,12.0,1:30.697,,,,,,
2025,Pre-Season Testing,COL,Alpine,,,,,,,16.0,1:30.981,,,16.0,1:37.182
2025,Pre-Season Testing,COL,,19.0,1:33.323,19.0,1:33.138,16.0,1:31.046,,,,,,
2025,Pre-Season Testing,GAS,Alpine,13.0,1:32.378,16.0,1:32.457,19.0,1:31.643,18.0,1:31.260,,,19.0,1:34.572
2025,Pre-Season Testing,HAD,RB,7.0,1:31.754,2.0,1:30.846,7.0,1:30.489,,,,,,
2025,Pre-Season Testing,HAD,Racing Bulls,,,,,,,8.0,1:30.213,1:30.016,1:29.846,11.0,1:36.938
2025,Pre-Season Testing,HAM,Ferrari,4.0,1:31.480,10.0,1:31.490,8.0,1:30.558,6.0,1:29.765,1:29.936,1:29.688,8.0,1:33.808
2025,Pre-Season Testing,HUL,Kick Sauber,,,,,,,11.0,1:30.715,1:30.141,,20.0,1:35.403
2025,Pre-Season Testing,HUL,Sauber,12.0,1:32.314,14.0,1:32.069,9.0,1:30.637,,,,,,
2025,Pre-Season Testing,LAW,Racing Bulls,,,,,,,12.0,1:30.680,1:30.319,,15.0,1:35.641
2025,Pre-Season Testing,LAW,Red Bull,15.0,1:32.460,17.0,1:32.644,20.0,1:33.628,,,,,,
2025,Pre-Season Testing,LEC,Ferrari,2.0,1:31.266,9.0,1:31.465,10.0,1:30.650,7.0,1:30.370,1:29.914,1:29.784,6.0,1:35.983
2025,Pre-Season Testing,NOR,McLaren,6.0,1:31.697,5.0,1:31.197,5.0,1:30.236,5.0,1:29.932,1:29.808,1:29.585,3.0,1:35.555
2025,Pre-Season Testing,OCO,Haas,10.0,1:32.128,7.0,1:31.298,13.0,1:30.784,,,,,,
2025,Pre-Season Testing,OCO,Haas F1 Team,,,,,,,17.0,1:30.989,,,18.0,1:36.646
2025,Pre-Season Testing,PIA,McLaren,5.0,1:31.480,1.0,1:30.713,2.0,1:30.165,3.0,1:30.313,1:29.813,1:29.524,4.0,1:35.408
2025,Pre-Season Testing,RUS,Mercedes,11.0,1:32.138,20.0,1:33.230,3.0,1:30.197,1.0,1:29.927,1:29.561,1:29.158,1.0,1:35.676
2025,Pre-Season Testing,SAI,Williams,8.0,1:31.811,8.0,1:31.299,6.0,1:30.391,20.0,,,,10.0,1:34.962
2025,Pre-Season Testing,STR,Aston Martin,18.0,1:33.034,6.0,1:31.221,17.0,1:31.260,15.0,1:30.948,,,13.0,1:35.850
2025,Pre-Season Testing,TSU,RB,9.0,1:31.859,11.0,1:31.707,18.0,1:31.439,,,,,,
2025,Pre-Season Testing,TSU,Red Bull Racing,,,,,,,13.0,1:30.573,1:30.352,,12.0,1:36.831
2025,Pre-Season Testing,VER,Red Bull,3.0,1:31.391,3.0,1:30.856,1.0,1:30.147,,,,,,
2025,Pre-Season Testing,VER,Red Bull Racing,,,,,,,2.0,1:30.028,1:29.572,1:29.340,2.0,1:35.649
2025,Singapore Grand Prix,ALB,Williams,,,13.0,1:32.060,11.0,1:30.668,19.0,,,,14.0,1:35.647
2025,Singapore Grand Prix,ALO,Aston Martin,1.0,1:31.115,4.0,1:30.876,15.0,1:30.923,10.0,1:30.745,1:30.054,1:29.954,7.0,1:35.861
2025,Singapore Grand Prix,ANT,Mercedes,14.0,1:32.399,18.0,1:32.718,4.0,1:30.236,4.0,1:30.036,1:29.649,1:29.537,5.0,1:35.302
2025,Singapore Grand Prix,BEA,Haas,16.0,1:32.537,12.0,1:31.710,14.0,1:30.799,,,,,,
2025,Singapore Grand Prix,BEA,Haas F1 Team,,,,,,,9.0,1:30.420,1:30.075,1:29.867,9.0,1:36.200
2025,Singapore Grand Prix,BOR,Kick Sauber,,,,,,,14.0,1:30.819,,,17.0,1:37.126
2025,Singapore Grand Prix,BOR,Sauber,17.0,1:32.611,15.0,1:32.319,12.0,1:30.697,,,,,,
2025,Singapore Grand Prix,COL,Alpine,19.0,1:33.323,19.0,1:33.138,16.0,1:31.046,16.0,1:30.981,,,16.0,1:37.182
2025,Singapore Grand Prix,GAS,Alpine,13.0,1:32.378,16.0,1:32.457,19.0,1:31.643,18.0,1:31.260,,,19.0,1:34.572
2025,Singapore Grand Prix,HAD,RB,7.0,1:31.754,2.0,1:30.846,7.0,1:30.489,,,,,,
2025,Singapore Grand Prix,HAD,Racing Bulls,,,,,,,8.0,1:30.213,1:30.016,1:29.846,11.0,1:36.938
2025,Singapore Grand Prix,HAM,Ferrari,4.0,1:31.480,10.0,1:31.490,8.0,1:30.558,6.0,1:29.765,1:29.936,1:29.688,8.0,1:33.808
2025,Singapore Grand Prix,HUL,Kick Sauber,,,,,,,11.0,1:30.715,1:30.141,,20.0,1:35.403
2025,Singapore Grand Prix,HUL,Sauber,12.0,1:32.314,14.0,1:32.069,9.0,1:30.637,,,,,,
2025,Singapore Grand Prix,LAW,RB,15.0,1:32.460,17.0,1:32.644,20.0,1:33.628,,,,,,
2025,Singapore Grand Prix,LAW,Racing Bulls,,,,,,,12.0,1:30.680,1:30.319,,15.0,1:35.641
2025,Singapore Grand Prix,LEC,Ferrari,2.0,1:31.266,9.0,1:31.465,10.0,1:30.650,7.0,1:30.370,1:29.914,1:29.784,6.0,1:35.983
2025,Singapore Grand Prix,NOR,McLaren,6.0,1:31.697,5.0,1:31.197,5.0,1:30.236,5.0,1:29.932,1:29.808,1:29.585,3.0,1:35.555
2025,Singapore Grand Prix,OCO,Haas,10.0,1:32.128,7.0,1:31.298,13.0,1:30.784,,,,,,
2025,Singapore Grand Prix,OCO,Haas F1 Team,,,,,,,17.0,1:30.989,,,18.0,1:36.646
2025,Singapore Grand Prix,PIA,McLaren,5.0,1:31.480,1.0,1:30.713,2.0,1:30.165,3.0,1:30.313,1:29.813,1:29.524,4.0,1:35.408
2025,Singapore Grand Prix,RUS,Mercedes,11.0,1:32.138,20.0,1:33.230,3.0,1:30.197,1.0,1:29.927,1:29.561,1:29.158,1.0,1:35.676
2025,Singapore Grand Prix,SAI,Williams,8.0,1:31.811,8.0,1:31.299,6.0,1:30.391,20.0,,,,10.0,1:34.962
2025,Singapore Grand Prix,STR,Aston Martin,18.0,1:33.034,6.0,1:31.221,17.0,1:31.260,15.0,1:30.948,,,13.0,1:35.850
2025,Singapore Grand Prix,TSU,Red Bull,9.0,1:31.859,11.0,1:31.707,18.0,1:31.439,,,,,,
2025,Singapore Grand Prix,TSU,Red Bull Racing,,,,,,,13.0,1:30.573,1:30.352,,12.0,1:36.831
2025,Singapore Grand Prix,VER,Red Bull,3.0,1:31.391,3.0,1:30.856,1.0,1:30.147,,,,,,
2025,Singapore Grand Prix,VER,Red Bull Racing,,,,,,,2.0,1:30.028,1:29.572,1:29.340,2.0,1:35.649
